id,organization_name,shelter_name,shelter_address,shelter_city,shelter_province,shelter_postal_code,facility_name,program_name,sector,occupancy,capacity,occupancy_year,occupancy_month
310,YWCA Toronto,YWCA - First Stop Woodlawn,80 Woodlawn Ave. East,Toronto,ON,M4T 1C1,YWCA-80 Woodlawn Ave. E.-Youth,YWCA - Youth Shelter,Youth,28,28,2017,March
311,Youth Without Shelter,Youth Without Shelter,6 Warrendale Court,Etobicoke,ON,M9V 1P9,Youth w/o Shelter Emerg Shelter,Youth without Shelter Emergency Shelter Program,Youth,32,33,2017,March
312,Youth Without Shelter,Youth Without Shelter,6 Warrendale Court,Etobicoke,ON,M9V 1P9,Youth w/o Shltr Transitional Res,Youth without Shelter Stay In School Program,Youth,19,20,2017,March
314,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,973 Lansdowne Avenue,Toronto,ON,M6H 3Z5,Christie Ossington Men's Hostel,Christie Ossington Extreme Weather Program,Men,15,17,2017,April
316,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,43 Christie Street,Toronto,ON,M6G 3B1,Christie Refugee Welcome Centre,Christie Refugee Welcome Ctr - Settlement and Support,Families,67,70,2017,April
317,City of Toronto,Birkdale Residence,1229 Ellesmere Road,Toronto,ON,M1P 4V8,Birkdale Residence,Birkdale Residence - Bedded Program,Families,167,160,2017,April
328,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - TO,Family Residence - TO site (Internal Referral Only),Families,55,20,2017,April
332,City of Toronto,Birchmount Residence,1673 Kingston Road,Toronto,ON,,Birchmount Res 1673 Kingston Rd,Birchmount Residence,Men,60,60,2017,November
333,City of Toronto,Robertson House,291 Sherbourne Street,Toronto,ON,M5A 2R9,Robertson House,Robertson House - MAIN Program,Families,107,90,2017,April
338,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Annex/Infirmary Program,Men,76,100,2017,April
339,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostel Program,Men,232,240,2017,April
340,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostels Extreme Weather Program,Men,32,42,2017,April
341,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Long Term Program,Men,92,100,2017,April
347,Covenant House Toronto,Covenant House,20 Gerrard Street East,Toronto,ON,M5B 2P3,Covenant House-20 Gerrard St. E.,Covenant House Residence,Youth,92,94,2017,April
354,Eva's Initiatives,Eva's Satellite,25 Canterbury Place,North York,ON,M2N OE3,Eva's Satellite,Eva's Satellite,Youth,31,32,2017,April
356,Fife House Foundation,Fife House Transitional Program,"490 Sherbourne Street, 2nd floor",Toronto,ON,M4X 1K9,Fife House - Denison Program,Fife House Denison Program,Co-ed,5,5,2017,April
361,Fred Victor Centre,Fred Victor Women's Hostel,86 Lombard St.,Toronto,ON,M5C 1M3,FV Women's Hostel 86 Lombard,Fred Victor Women's Hostel Program,Women,39,42,2017,April
362,Fred Victor Centre,"Fred Victor, BUS",1161 Caledonia Road,Toronto,ON,M6A 2W9,Fred Victor BUS - 1161 Caledonia,Fred Victor - Bethlehem United Extreme Weather Program,Co-ed,10,10,2017,April
363,Fred Victor Centre,"Fred Victor, BUS",1161 Caledonia Road,Toronto,ON,M6A 2W9,Fred Victor BUS - 1161 Caledonia,Fred Victor Bethlehem United Program,Co-ed,58,60,2017,April
366,Good Shepherd Ministries,Good Shepherd Centre,412 Queen Street East,Toronto,ON,M5A 1T3,Good Shepherd Centre,Good Shepherd Centre - D.A.R.E.,Men,24,25,2017,April
367,Homes First Society,HFS - Kennedy Shelter,702 Kennedy Rd,Toronto,ON,M1K 2B5,HFS - 702 Kennedy Shelter,Homes First Society- Kennedy Shelter Women's Program,Women,21,60,2017,April
368,Homes First Society,HFS - Savard's Womens' Shelter,1322 Bloor Street West,Toronto,ON,M6H 1P2,HFS - Savard's Womens' Shelter,Homes First Society - Savard's Womens' Shelter,Women,27,30,2017,April
375,Na-Me-Res (Native Men's Residence),Na-Me-Res,14 Vaughan Road,Toronto,ON,M6G 2N1,Sagatay 26 Vaughan Road,Sagatay,Men,18,20,2017,April
389,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House(Singles),Sojourn House Bedded Program,Co-ed,75,77,2017,April
394,The Salvation Army of Canada,Salvation Army - Florence Booth,723 Queen Street West,Toronto,ON,M6J1E6,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth Womens Ministry,Women,59,60,2017,April
407,University Settlement,Univ Settlement House - OOTC,23 Grange Road,Toronto,ON,M5T 1C3,U. Settlement OOTC-23 Grange Rd,University Settlement - Out of the Cold,Co-ed,56,75,2017,April
415,Youth Without Shelter,Youth Without Shelter,6 Warrendale Court,Etobicoke,ON,M9V 1P9,Youth w/o Shelter Emerg Shelter,Youth without Shelter Emergency Shelter Program,Youth,31,33,2017,April
424,City of Toronto,Downsview Dells,1651 Sheppard Ave West,Toronto,ON,,Downsview Dells 1651 Sheppard W,Downsview Dells Bedded Program,Men,22,28,2017,May
429,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - LI Site,Family Residence - LI Site (Internal Referral Only),Families,186,252,2017,May
430,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - MA Site,Family Residence - MA Site (Internal Referral Only),Families,25,48,2017,May
432,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Roycroft Site,Family Residence - Roycroft Site,Families,49,50,2017,May
440,City of Toronto,S2H Assessment and Referral Ctre,67 Adelaide Street East,Toronto,ON,,S2H Assessment and Referral Ctre,Streets to Homes Bedded Program,Co-ed,37,40,2017,May
444,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostel Program,Men,236,240,2017,May
445,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostels Extreme Weather Program,Men,24,42,2017,May
446,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Long Term Program,Men,94,100,2017,May
450,Cornerstone Place,Cornerstone Place,616 Vaughan Road Toronto,Toronto,ON,M6C 1C2,Cornerstone 616 Vaughan Rd.,Cornerstone Place,Men,49,50,2017,May
455,Dixon Hall,Dixon Hall - Heyworth House,2714 Danforth Avenue,Toronto,ON,M4C 1L7,Dixon Hall - Heyworth House,Dixon Hall - Heyworth House,Co-ed,73,74,2017,May
459,Eva's Initiatives,Eva's Satellite,25 Canterbury Place,North York,ON,M2N OE3,Eva's Satellite,Eva's Satellite,Youth,30,32,2017,May
464,Fred Victor Centre,FV Women's Transition to Housing,389 Church Street,Toronto,ON,M5B 2A1,Fred Victor T2H 386 Dundas St. E,Fred Victor T2H Bedded Program,Women,36,37,2017,May
472,Homes First Society,HFS - Kennedy Shelter,702 Kennedy Rd,Toronto,ON,M1K 2B5,HFS - 702 Kennedy Shelter,Homes First Society- Kennedy Shelter Women's Program,Women,28,60,2017,May
473,Homes First Society,HFS - Savard's Womens' Shelter,1322 Bloor Street West,Toronto,ON,M6H 1P2,HFS - Savard's Womens' Shelter,Homes First Society - Savard's Womens' Shelter,Women,25,30,2017,May
494,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House(Singles),Sojourn House Bedded Program,Co-ed,76,77,2017,May
495,The Salvation Army of Canada,Salvation Army - Evangeline Res,2808 Dundas St W,Toronto,ON,M6P 1Y5,S.A. Evangeline Residence,S.A. Evangeline - Emergency Weather,Women,8,9,2017,May
496,The Salvation Army of Canada,Salvation Army - Evangeline Res,2808 Dundas St W,Toronto,ON,M6P 1Y5,S.A. Evangeline Residence,S.A. Evangeline Residence - Women's Ministry,Women,89,90,2017,May
497,Eva's Initiatives,Eva's Phoenix,60 Brant Street,Toronto,ON,M5V 3G9,Eva's Phoenix,Eva's Phoenix,Youth,48,50,2017,December
499,The Salvation Army of Canada,Salvation Army - Florence Booth,723 Queen Street West,Toronto,ON,M6J1E6,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth Womens Ministry,Women,58,60,2017,May
504,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Sherbourne Street,Toronto,ON,M5A 2R5,S.A. Maxwell Meighen Centre,S.A. Maxwell Meighen Transition to Housing,Men,45,45,2017,May
511,Turning Point Youth Services,Turning Point Youth Services,95 Wellesley St. E.,Toronto,ON,M4Y 2X9,Turning Point Youth Services,Turning Point Youth Services Shelter,Youth,34,35,2017,May
527,City of Toronto,Birkdale Residence,1229 Ellesmere Road,Toronto,ON,M1P 4V8,Birkdale Residence,Birkdale Residence - Bedded Program,Families,163,160,2017,June
530,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - AL site,Family Residence - AL Site (Internal Referral Only),Families,6,0,2017,June
538,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - TO,Family Residence - TO site (Internal Referral Only),Families,52,20,2017,June
539,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,,Fort York Res 38 Bathurst St.,Fort York Extreme Weather Program,Men,6,19,2017,June
541,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,,Fort York Res 38 Bathurst St.,Fort York SRO Units Program,Men,23,24,2017,June
543,City of Toronto,Robertson House,291 Sherbourne Street,Toronto,ON,M5A 2R9,Robertson House,Robertson House - MAIN Program,Families,106,90,2017,June
545,City of Toronto,S2H Assessment and Referral Ctre,67 Adelaide Street East,Toronto,ON,,S2H Assessment and Referral Ctre,Streets to Homes Bedded Program,Co-ed,38,40,2017,June
548,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Annex/Infirmary Program,Men,77,100,2017,June
549,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostel Program,Men,240,240,2017,June
550,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostels Extreme Weather Program,Men,27,42,2017,June
553,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 674 Dundas St. W,Women's Residence Extreme Weather Program,Women,12,13,2017,June
556,Covenant House Toronto,Covenant House,20 Gerrard Street East,Toronto,ON,M5B 2P3,Covenant House-20 Gerrard St. E.,Covenant House -  Transitional Safe Beds for women,Youth,2,2,2017,June
562,Eva's Initiatives,Eva's Phoenix,60 Brant Street,Toronto,ON,M5V 3G9,Eva's Phoenix,Eva's Phoenix,Youth,50,50,2017,June
577,Homes First Society,HFS - Kennedy Shelter,702 Kennedy Rd,Toronto,ON,M1K 2B5,HFS - 702 Kennedy Shelter,Homes First Society- Kennedy Shelter Women's Program,Women,30,60,2017,June
582,Horizon for Youth,Horizons for Youth,422 Gilbert Avenue,Toronto,ON,M6E 4X3,Horizons for Youth,Horizons for Youth,Youth,44,45,2017,June
589,Society of St.Vincent De Paul,SVDP - Amelie House,126 Pape Avenue,Toronto,ON,M4M 2V8,SVDP - Amelie House,St.Vincent De Paul - Amelie House - Women's Shelter,Women,20,20,2017,June
600,The Salvation Army of Canada,Salvation Army - Evangeline Res,2808 Dundas St W,Toronto,ON,M6P 1Y5,S.A. Evangeline Residence,S.A. Evangeline - Emergency Weather,Women,7,9,2017,June
609,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Sherbourne Street,Toronto,ON,M5A 2R5,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen - Extreme Weather Program,Men,15,18,2017,June
610,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Sherbourne Street,Toronto,ON,M5A 2R5,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen Emergency Bed Program,Men,268,270,2017,June
614,Toronto Community Hostel,Toronto Community Hostel,191 Spadina Road,Toronto,ON,M5R 2T9,Tor. Comm. Hostel 191 Spadina Rd,TCH (program),Families,28,24,2017,June
616,University Settlement,Univ Settlement House - OOTC,23 Grange Road,Toronto,ON,M5T 1C3,U. Settlement OOTC-23 Grange Rd,University Settlement - Out of the Cold,Co-ed,75,75,2017,June
617,University Settlement,Univ Settlement House - OOTC,23 Grange Road,Toronto,ON,M5T 1C3,U. Settlement OOTC-23 Grange Rd,University Settlement: Extreme Weather Program,Co-ed,10,10,2017,June
620,YMCA of Greater Toronto,YMCA Sprott House,21 Walmer Rd.,Toronto,ON,M5R 2W7,YMCA Sprott House Walmer Rd,YMCA Sprott House Walmer rd.,Youth,23,25,2017,June
627,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,973 Lansdowne Avenue,Toronto,ON,M6H 3Z5,Christie Ossington Men's Hostel,Christie Ossington Extreme Weather Program,Men,16,17,2017,July
635,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - CoEd Building,Family Residence - Co-Ed,Co-ed,12,40,2017,July
643,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,,Fort York Res 38 Bathurst St.,Fort York Extreme Weather Program,Men,8,19,2017,July
654,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostels Extreme Weather Program,Men,33,42,2017,July
655,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Long Term Program,Men,93,100,2017,July
656,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 63 Bellwoods Ave.,Womens' Residence - Bellwoods House,Women,8,10,2017,July
658,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 674 Dundas St. W,Womens' Residence - Main Program,Women,103,103,2017,July
661,Covenant House Toronto,Covenant House,20 Gerrard Street East,Toronto,ON,M5B 2P3,Covenant House-20 Gerrard St. E.,Covenant House Residence,Youth,93,94,2017,July
681,Homes First Society,HFS - Kennedy Shelter,702 Kennedy Rd,Toronto,ON,M1K 2B5,HFS - 702 Kennedy Shelter,Homes First Society- Kennedy Shelter Women's Program,Women,29,60,2017,July
715,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Sherbourne Street,Toronto,ON,M5A 2R5,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen Emergency Bed Program,Men,270,270,2017,July
721,University Settlement,Univ Settlement House - OOTC,23 Grange Road,Toronto,ON,M5T 1C3,U. Settlement OOTC-23 Grange Rd,University Settlement - Out of the Cold,Co-ed,74,75,2017,July
745,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Main Building,Family Residence - Main,Families,151,110,2017,August
748,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,,Fort York Res 38 Bathurst St.,Fort York Extreme Weather Program,Men,4,19,2017,August
752,City of Toronto,Robertson House,291 Sherbourne Street,Toronto,ON,M5A 2R9,Robertson House,Robertson House - MAIN Program,Families,108,90,2017,August
754,City of Toronto,S2H Assessment and Referral Ctre,67 Adelaide Street East,Toronto,ON,,S2H Assessment and Referral Ctre,Streets to Homes Bedded Program,Co-ed,39,40,2017,August
758,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostel Program,Men,228,240,2017,August
759,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostels Extreme Weather Program,Men,17,42,2017,August
772,Covenant House Toronto,Covenant House,20 Gerrard Street East,Toronto,ON,M5B 2P3,Covenant House-20 Gerrard St. E.,Covenant House Residence,Youth,94,94,2017,August
782,Fife House Foundation,Fife House Transitional Program,"490 Sherbourne Street, 2nd floor",Toronto,ON,M4X 1K9,Fife-Sherbourne Transitional Pgm,Fife-Sherbourne Transitional Program,Co-ed,8,11,2017,August
791,Good Shepherd Ministries,Good Shepherd Centre,412 Queen Street East,Toronto,ON,M5A 1T3,Good Shepherd Centre,Good Shepherd Centre - D.A.R.E.,Men,22,25,2017,August
838,YWCA Toronto,YWCA - First Stop Woodlawn,80 Woodlawn Ave. East,Toronto,ON,M4T 1C1,YWCA-80 Woodlawn Ave. E.-Youth,YWCA - Youth Shelter,Youth,25,28,2017,August
843,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,973 Lansdowne Avenue,Toronto,ON,M6H 3Z5,Christie Ossington Men's Hostel,Christie Ossington Men's Hostel,Men,62,63,2017,September
844,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,43 Christie Street,Toronto,ON,M6G 3B1,Christie Refugee Welcome Centre,Christie Refugee Welcome Ctr - Settlement and Support,Families,65,70,2017,September
846,City of Toronto,Birkdale Residence,1229 Ellesmere Road,Toronto,ON,M1P 4V8,Birkdale Residence,Birkdale Residence - Bedded Program,Families,164,160,2017,September
847,City of Toronto,Birkdale Residence,1229 Ellesmere Road,Toronto,ON,M1P 4V8,Birkdale Residence Motel (Fam),Birkdale Residence  - Toronto Plaza Hotel Program,Families,117,150,2017,September
855,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Main Building,Family Residence - Main,Families,150,110,2017,September
856,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Roycroft Site,Family Residence - Roycroft Site,Families,40,50,2017,September
857,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - TO,Family Residence - TO site (Internal Referral Only),Families,64,20,2017,September
858,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,,Fort York Res 38 Bathurst St.,Fort York Extreme Weather Program,Men,3,19,2017,September
859,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,,Fort York Res 38 Bathurst St.,Fort York Residence Bedded Program,Men,73,74,2017,September
867,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostel Program,Men,226,240,2017,September
868,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostels Extreme Weather Program,Men,22,42,2017,September
887,Na-Me-Res (Native Men's Residence),Na-Me-Res,14 Vaughan Road,Toronto,ON,M6G 2N1,Na-Me-Res 14 Vaughan Road,Na-Me-Res (Native Men's Residence),Men,69,71,2017,September
896,Homes First Society,HFS - Kennedy Shelter,702 Kennedy Rd,Toronto,ON,M1K 2B5,HFS - 702 Kennedy Shelter,Homes First Society- Kennedy Shelter Women's Program,Women,34,60,2017,September
901,Horizon for Youth,Horizons for Youth,422 Gilbert Avenue,Toronto,ON,M6E 4X3,Horizons for Youth,Horizons for Youth,Youth,45,45,2017,September
902,Kennedy House Youth Services,Kennedy House Youth shelter,1076 Pape Avenue,Toronto,ON,M4K 3W5,Kennedy House Youth Shelter,Kennedy House Youth Shelter:  Bedded Program,Youth,31,33,2017,September
